NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_1;MES_2;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
<=10;0;<24, 48];Marzo;0;0;7;MCF  Msj Con Familiar;12499.6;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;587.15;0;14;MCF  Msj Con Familiar;14865.5;BT;2013;CNE;1
<=10;0;>48;Marzo;0;0;13;MCF  Msj Con Familiar;20879.3;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;655.62;0;14;CIH  Generar Cita;18358.9;BT;2013;CNE;1
>10;0;<24, 48];Marzo;364.27;363.83;7;PDP  Promesa De Pago;5269.41;BT;2010;CEF;1
>10;0;<24, 48];Marzo;133.13;133.1;8;PDP  Promesa De Pago;1570.19;BT;2012;CEF;1
>10;0;<24, 48];Marzo;0;1054.23;20;MCT  Msj Con Terceros;28025.9;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;220.91;7;MCF  Msj Con Familiar;4041.9;BT;2013;CNE;1
>10;0;>48;Marzo;0;0;15;PDP  Promesa De Pago;7247.77;BT;2010;CEF;1
>10;0;>48;Marzo;935.81;0;17;MCV  Msj Con Vecino;4306.08;BT;2010;CNE;1
<=10;0;>48;Marzo;3116.5;0;12;TELF. NO CORRESPONDE;31527;BT;2012;CNE;0
<=10;0;>48;Marzo;0;0;8;PDP  Promesa De Pago;25900.7;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;0;0;11;TAT  Tratamiento al Titu;18137.6;BT;2013;CEF;1
<=10;0;>48;Marzo;1694.68;0;11;MCF  Msj Con Familiar;7607.65;BT;2012;CNE;0
<=10;1;<24, 48];Marzo;494.57;741.72;15;PAR  Promesa Parcial;4278.02;BT;2012;CEF;0
<=10;0;<24, 48];Marzo;0;0;9;PDP  Promesa De Pago;16690.9;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;1687.34;0;19;TAT  Tratamiento al Titu;26196;BT;2013;CEF;1
>10;0;>48;Marzo;229.34;438.17;9;CIH  Generar Cita;16609.3;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;473.36;714.89;13;TELF. NO CORRESPONDE;2361.9;BT;2012;CNE;1
>10;0;>48;Marzo;0;0;8;TAT  Tratamiento al Titu;41085.2;BT;2010;CEF;1
<=10;0;<24, 48];Marzo;1039.21;0;19;TELF. NO CORRESPONDE;7495.06;BT;2012;CNE;0
<=10;0;<=24;Marzo;807.31;0;8;MCF  Msj Con Familiar;779.68;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0.19;0;9;MCT  Msj Con Terceros;4932.21;BT;2013;CNE;1
>10;0;>48;Marzo;406.55;0;18;TAT  Tratamiento al Titu;6405.63;BT;2011;CEF;1
<=10;0;>48;Marzo;0;0;18;TAT  Tratamiento al Titu;53029.3;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;1086.85;0;10;TELF. NO CORRESPONDE;21631.2;BT;2013;CNE;0
<=10;0;>48;Marzo;0.67;228.4;9;MCT  Msj Con Terceros;3533.43;BT;2012;CNE;0
>10;0;<24, 48];Marzo;356.26;356.27;7;MCF  Msj Con Familiar;5517.74;BT;2011;CNE;1
>10;0;>48;Marzo;94.87;404.57;7;MCF  Msj Con Familiar;12455.9;BT;2012;CNE;1
>10;0;>48;Marzo;0;0;9;MCT  Msj Con Terceros;53494.2;BT;2011;CNE;1
<=10;0;>48;Marzo;0;0;20;MCF  Msj Con Familiar;6676.13;BT;2013;CNE;1
<=10;0;>48;Marzo;234.72;0;16;MCO  Msj Con Conyuge;7223.54;BT;2012;CEF;1
>10;0;<24, 48];Marzo;501.82;0;13;CIH  Generar Cita;2156.62;BT;2012;CNE;0
>10;0;<24, 48];Marzo;0;0;7;PDP  Promesa De Pago;7483.32;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;1569.46;0;9;CIH  Generar Cita;18527.7;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;9;PDP  Promesa De Pago;3132.84;BT;2013;CEF;1
>10;0;<24, 48];Marzo;502.18;756.02;7;MCT  Msj Con Terceros;3641.25;BT;2011;CNE;1
>10;0;>48;Marzo;0;0;10;PDP  Promesa De Pago;17287.6;BT;2011;CEF;1
<=10;0;>48;Marzo;464.6;0;11;MCF  Msj Con Familiar;17481.2;BT;2012;CNE;1
>10;0;<24, 48];Marzo;211.57;0;11;MCT  Msj Con Terceros;2501.27;BT;2011;CNE;1
>10;0;<24, 48];Marzo;2261.28;0;10;PDP  Promesa De Pago;12282;BT;2012;CEF;0
>10;0;<24, 48];Marzo;0;0;7;PDP  Promesa De Pago;8222.63;BT;2012;CEF;1
<=10;1;<=24;Marzo;194.07;0;7;RPP  Recordar Promesa;4188.71;BT;2013;CEF;1
<=10;0;>48;Marzo;0;0;14;PDP  Promesa De Pago;4112.85;BT;2012;CEF;1
>10;0;<24, 48];Marzo;567.96;567.96;15;TAT sin contacto con Titular;12006.7;BT;2012;CNE;1
>10;0;<24, 48];Marzo;0;0;7;CIH  Generar Cita;7204.87;BT;2012;CNE;1
>10;0;<24, 48];Marzo;1790.2;0;19;PDP  Promesa De Pago;45945.8;BT;2013;CEF;1
>10;0;<24, 48];Marzo;694.88;0;10;PDP  Promesa De Pago;18464;BT;2012;CEF;1
<=10;1;>48;Marzo;0;809.71;9;MCT  Msj Con Terceros;16839.9;BT;2012;CNE;1
>10;0;>48;Marzo;253.3;0;13;TELF. NO CORRESPONDE;1445.31;BT;2010;CNE;1
<=10;0;<24, 48];Marzo;1483.68;512.29;8;TELF. NO CORRESPONDE;41856.7;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;15;PDP  Promesa De Pago;13282.5;BT;2013;CEF;1
>10;0;>48;Marzo;88.66;0;13;TELF. NO CORRESPONDE;6923.11;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;326.81;282.92;10;PDP  Promesa De Pago;10208;BT;2014;CEF;1
>10;0;<24, 48];Marzo;792.16;1061.41;14;MCT  Msj Con Terceros;2886.35;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;28.23;0;10;MCO  Msj Con Conyuge;17992.5;BT;2012;CEF;1
>10;0;>48;Marzo;1401.01;0;10;TELF. NO CORRESPONDE;53026.3;BT;2012;CNE;1
>10;0;<24, 48];Marzo;101.39;1.39;18;TELF. NO CORRESPONDE;1344.6;BT;2012;CNE;0
>10;0;>48;Marzo;0;0;10;MCT  Msj Con Terceros;18858.6;BT;2012;CNE;1
>10;0;<24, 48];Marzo;2016.51;0;18;TELF. NO CORRESPONDE;6414.87;BT;2012;CNE;0
>10;0;>48;Marzo;376.4;375.76;11;MCT  Msj Con Terceros;6908.03;BT;2012;CNE;1
<=10;0;<=24;Marzo;0;0;20;MCT  Msj Con Terceros;4237.61;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1188.85;0;8;PDP  Promesa De Pago;38579.8;BT;2013;CEF;1
<=10;0;<=24;Marzo;644.31;0;18;MCT  Msj Con Terceros;801.82;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;278.27;280.12;13;TELF. NO CORRESPONDE;2407.05;BT;2011;CNE;1
<=10;1;<24, 48];Marzo;2204.04;0;10;MCT  Msj Con Terceros;22413.2;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1329.81;0;13;TELF. NO CORRESPONDE;9929.62;BT;2011;CNE;1
>10;0;<24, 48];Marzo;286.5;0;9;MCT  Msj Con Terceros;5066.94;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;664.03;0;8;CIH  Generar Cita;17675.2;BT;2013;CNE;1
>10;0;>48;Marzo;335.76;0;9;PDP  Promesa De Pago;7353.71;BT;2012;CEF;1
<=10;0;>48;Marzo;0;0;9;PDP  Promesa De Pago;78007.7;BT;2013;CEF;1
>10;0;>48;Marzo;0;0;7;PDP  Promesa De Pago;32649;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;419.02;420.61;8;TELF. NO CORRESPONDE;9234.92;BT;2013;CNE;1
>10;0;<24, 48];Marzo;1004.11;0;7;MCT  Msj Con Terceros;2558.15;BT;2012;CNE;0
<=10;0;>48;Marzo;69.06;662.27;20;TELF. NO CORRESPONDE;17598.6;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;521.36;523.44;8;MCF  Msj Con Familiar;12723.5;BT;2012;CNE;1
<=10;0;>48;Marzo;0;0;19;PDP  Promesa De Pago;12958.7;BT;2013;CEF;1
>10;0;>48;Marzo;62.81;0;17;TELF. NO CORRESPONDE;7145.27;BT;2011;CNE;1
<=10;1;<24, 48];Marzo;0;0;16;MCF  Msj Con Familiar;9525.79;BT;2013;CNE;1
<=10;0;>48;Marzo;0;0;19;PDP  Promesa De Pago;8003.85;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;1020.96;0;11;MCF  Msj Con Familiar;26120.3;BT;2012;CNE;1
<=10;0;>48;Marzo;0;0;7;MCE  Msj Con Empleada;21686.6;BT;2013;CNE;1
<=10;0;<=24;Marzo;35.94;0;17;MCT  Msj Con Terceros;2146.4;BT;2013;CNE;1
<=10;0;>48;Marzo;708.16;0;8;TELF. NO CORRESPONDE;22743.9;BT;2013;CNE;1
>10;0;<24, 48];Marzo;197.93;0;16;TAT  Tratamiento al Titu;3438.52;BT;2012;CEF;1
<=10;0;>48;Marzo;187.04;0;10;PDP  Promesa De Pago;4865.45;BT;2012;CEF;1
>10;0;<24, 48];Marzo;0;0;7;TELF. NO CORRESPONDE;13741.7;BT;2012;CNE;1
>10;0;>48;Marzo;0;0;13;PDP  Promesa De Pago;20116;BT;2011;CEF;1
<=10;0;>48;Marzo;399.47;0;18;RPP  Recordar Promesa;7755.7;BT;2012;CEF;1
>10;0;<24, 48];Marzo;478;398.3;10;MCF  Msj Con Familiar;9525.59;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;0;0;20;TELF. NO CORRESPONDE;8281.89;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;0;9;PDP  Promesa De Pago;14011.7;BT;2012;CEF;1
<=10;0;>48;Marzo;0;0;10;MCT  Msj Con Terceros;29057;BT;2012;CNE;1
<=10;0;>48;Marzo;0;0;11;MCT  Msj Con Terceros;10470.8;BT;2012;CNE;1
>10;0;>48;Marzo;286.48;0;9;MCT  Msj Con Terceros;10227.7;BT;2011;CNE;1
<=10;0;>48;Marzo;2088.6;0;9;TELF. NO CORRESPONDE;33237;BT;2013;CNE;1
<=10;0;>48;Marzo;0;0;8;PAR  Promesa Parcial;27410.5;BT;2013;CEF;0
>10;0;>48;Marzo;1130.99;0;20;MCT  Msj Con Terceros;6303.65;BT;2011;CNE;0
<=10;0;>48;Marzo;128.95;0;8;MCT  Msj Con Terceros;8575.93;BT;2013;CNE;1
>10;0;<24, 48];Marzo;2266.52;0;9;PDP  Promesa De Pago;47154.9;BT;2012;CEF;1
<=10;0;>48;Marzo;1051.15;0;8;MCF  Msj Con Familiar;18720.8;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;635.6;0;16;PDP  Promesa De Pago;16699.5;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;0;0;19;RPP  Recordar Promesa;10309.3;BT;2013;CEF;0
<=10;0;<24, 48];Marzo;56.04;0;20;MCO  Msj Con Conyuge;9829.47;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;304.31;0;14;PDP  Promesa De Pago;4113.1;BT;2012;CEF;1
<=10;0;>48;Marzo;0;0;9;TELF. NO CORRESPONDE;47285.5;BT;2012;CNE;1
>10;0;<24, 48];Marzo;633.95;0;7;MCF  Msj Con Familiar;2733.82;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;0;0;15;MCT  Msj Con Terceros;5490.99;BT;2013;CNE;0
>10;0;<24, 48];Marzo;758.89;0;12;TAT  Tratamiento al Titu;752.52;BT;2011;CEF;0
<=10;0;>48;Marzo;335.55;184.37;14;MCF  Msj Con Familiar;7248.79;BT;2013;CNE;1
>10;0;>48;Marzo;1744.4;0;14;TELF. NO CORRESPONDE;13724.9;BT;2012;CNE;0
<=10;0;<=24;Marzo;0;0;8;MCF  Msj Con Familiar;4490.18;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1079.63;0;12;TELF. NO CORRESPONDE;19357.6;BT;2012;CNE;1
>10;0;>48;Marzo;0;0;11;PDP  Promesa De Pago;18809.4;BT;2011;CEF;1
>10;0;>48;Marzo;298.29;0;20;MCF  Msj Con Familiar;33196.6;BT;2011;CNE;1
>10;0;<24, 48];Marzo;126.13;0;7;MCT  Msj Con Terceros;4389.49;BT;2010;CNE;1
>10;0;<24, 48];Marzo;1692.19;0;16;MCT  Msj Con Terceros;6459.35;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;98.76;124.71;13;MCF  Msj Con Familiar;10415.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;12;MCF  Msj Con Familiar;15525;BT;2012;CNE;1
>10;0;<24, 48];Marzo;0;0;9;MCC  Msj Con Comp De Trab;3867.14;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;835.9;0;19;MCT  Msj Con Terceros;10865.3;BT;2013;CNE;1
>10;0;<24, 48];Marzo;0;0;11;PDP  Promesa De Pago;4340.68;BT;2012;CEF;1
<=10;0;>48;Marzo;0;0;12;PDP  Promesa De Pago;17978.4;BT;2013;CEF;1
<=10;0;>48;Marzo;677.46;0;13;MCF  Msj Con Familiar;17247.2;BT;2012;CNE;0
>10;0;<24, 48];Marzo;3049.97;0;19;MCT  Msj Con Terceros;16509.8;BT;2011;CNE;0
>10;0;<24, 48];Marzo;0;0;8;MCF  Msj Con Familiar;1108.01;BT;2011;CNE;1
<=10;0;>48;Marzo;4912.44;0;12;MCT  Msj Con Terceros;32179.5;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;461.62;0;13;MCT  Msj Con Terceros;11819;BT;2012;CNE;1
>10;0;<24, 48];Marzo;648.21;0;13;MCF  Msj Con Familiar;8836.98;BT;2012;CNE;1
>10;0;<24, 48];Marzo;355.79;0;10;TELF. NO CORRESPONDE;5642.38;BT;2012;CNE;1
>10;0;>48;Marzo;441.74;0;15;MCF  Msj Con Familiar;34325.8;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;0;9;PDP  Promesa De Pago;14309.3;BT;2013;CEF;1
>10;0;<24, 48];Marzo;1701.29;0;14;TAT  Tratamiento al Titu;9911.73;BT;2012;CEF;0
<=10;0;<24, 48];Marzo;253.71;253.69;16;MCT  Msj Con Terceros;4573.68;BT;2013;CNE;1
>10;0;<24, 48];Marzo;455.69;609.24;13;MCT  Msj Con Terceros;991.25;BT;2011;CNE;1
<=10;0;>48;Marzo;17.55;17.54;10;TAT  Tratamiento al Titu;24578.1;BT;2013;CEF;0
<=10;0;<24, 48];Marzo;3031.84;0;7;TELF. NO CORRESPONDE;27914;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;0;292.21;8;MCE  Msj Con Empleada;6803.63;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;247.48;0;15;MCF  Msj Con Familiar;4878.9;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;11;PDP  Promesa De Pago;15750.2;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;0;0;12;MCT  Msj Con Terceros;4270.48;BT;2010;CNE;0
<=10;0;<24, 48];Marzo;1119.39;0;18;TELF. NO CORRESPONDE;5668.88;BT;2013;CNE;0
<=10;0;>48;Marzo;2647.33;0;11;MCT  Msj Con Terceros;59015.6;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;658.13;0;10;TELF. NO CORRESPONDE;19483.7;BT;2013;CNE;1
>10;0;>48;Marzo;659.41;0;12;MCT  Msj Con Terceros;17523.3;BT;2011;CNE;1
<=10;1;<24, 48];Marzo;750.86;0;16;MCT  Msj Con Terceros;8405.75;BT;2013;CNE;1
>10;0;>48;Marzo;2651.73;0;9;MCT  Msj Con Terceros;66352.5;BT;2011;CNE;1
<=10;1;>48;Marzo;0;0;13;MCF  Msj Con Familiar;10029.2;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;0;0;19;RPP  Recordar Promesa;32830.2;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;566.59;0;12;TELF. NO CORRESPONDE;9826.57;BT;2013;CNE;1
<=10;0;<=24;Marzo;1460.06;0;13;TELF. NO CORRESPONDE;10151.5;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1482.95;0;19;MCT  Msj Con Terceros;23802;BT;2013;CNE;1
>10;0;<24, 48];Marzo;1117.74;1110.39;7;MCF  Msj Con Familiar;25827.2;BT;2012;CNE;1
<=10;0;<=24;Marzo;0;0;12;PDP  Promesa De Pago;2454.43;BT;2013;CEF;1
<=10;0;>48;Marzo;0;0;7;PDP  Promesa De Pago;16963.8;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;0;0;11;TELF. NO CORRESPONDE;5057.22;BT;2013;CNE;1
<=10;0;>48;Marzo;673.64;764.83;7;MCT  Msj Con Terceros;21388.3;BT;2013;CNE;1
<=10;0;>48;Marzo;201.4;0;17;PDP  Promesa De Pago;9376.9;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;0;0;10;TELF. NO CORRESPONDE;11476.5;BT;2013;CNE;0
>10;0;>48;Marzo;287.45;272.42;8;MCF  Msj Con Familiar;870.4;BT;2010;CNE;1
>10;0;<24, 48];Marzo;418.74;0;14;MCS  Msj Con Secretaria;1626.89;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;815.07;1092.21;11;PAR  Promesa Parcial;4926.5;BT;2012;CEF;0
>10;0;>48;Marzo;0;0;9;RPP  Recordar Promesa;5564.24;BT;2011;CEF;1
<=10;0;>48;Marzo;2226.81;0;14;MCT  Msj Con Terceros;68036.6;BT;2012;CNE;1
>10;0;>48;Marzo;385.49;375.49;10;MCT  Msj Con Terceros;6411.61;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;1533.51;0;7;TELF. NO CORRESPONDE;4645.9;BT;2012;CNE;0
<=10;0;>48;Marzo;0;0;16;PDP  Promesa De Pago;11040.3;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;0;0;15;PDP  Promesa De Pago;2467.62;BT;2013;CEF;1
<=10;0;>48;Marzo;327.94;0;12;MCT  Msj Con Terceros;3191.03;BT;2013;CNE;0
>10;0;<24, 48];Marzo;258.94;0;17;TELF. NO CORRESPONDE;3287.32;BT;2012;CNE;1
>10;0;<24, 48];Marzo;774.4;0;11;PDP  Promesa De Pago;7968.78;BT;2012;CEF;1
>10;0;>48;Marzo;0;0;13;MCT  Msj Con Terceros;6499.78;BT;2011;CNE;1
>10;0;>48;Marzo;324.53;107.13;11;MCS  Msj Con Secretaria;2366.7;BT;2012;CNE;0
>10;1;>48;Marzo;407.93;0;16;PDP  Promesa De Pago;33058.3;BT;2012;CEF;1
>10;0;>48;Marzo;0;0;19;MCT  Msj Con Terceros;642.67;BT;2010;CNE;1
<=10;0;>48;Marzo;0;0;11;TAT sin contacto con Titular;63351.1;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;360.69;625.9;17;RPP  Recordar Promesa;2760.38;BT;2011;CEF;0
<=10;0;<=24;Marzo;0;0;11;MCF  Msj Con Familiar;1022.6;BT;2012;CNE;1
<=10;0;<=24;Marzo;637.79;0;14;MCC  Msj Con Comp De Trab;630.42;BT;2013;CNE;0
<=10;0;<=24;Marzo;331.98;331.98;12;MCT  Msj Con Terceros;3357.26;BT;2014;CNE;1
<=10;0;<=24;Marzo;135.92;0;20;PDP  Promesa De Pago;2155.53;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;45.44;0;15;MCF  Msj Con Familiar;14054.6;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;394.48;1106.08;10;MCT  Msj Con Terceros;21590.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1823.69;0;8;MCT  Msj Con Terceros;14546.1;BT;2012;CNE;0
>10;0;<24, 48];Marzo;671.02;18.17;9;MCT  Msj Con Terceros;4342.71;BT;2012;CNE;1
>10;0;>48;Marzo;391.13;0;7;MCO  Msj Con Conyuge;6576.18;BT;2011;CEF;1
<=10;1;>48;Marzo;878;0;12;TAT sin contacto con Titular;5635.91;BT;2012;CNE;0
>10;0;<24, 48];Marzo;427.42;0;8;PDP  Promesa De Pago;5176.9;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;0;0;16;PDP  Promesa De Pago;39145.6;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;0;290.41;12;MCT  Msj Con Terceros;7131.53;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;229.63;20;MCT  Msj Con Terceros;4324.09;BT;2012;CNE;1
>10;0;>48;Marzo;488.5;488.5;8;MCT  Msj Con Terceros;9341.03;BT;2011;CNE;1
<=10;0;>48;Marzo;0;0;8;PDP  Promesa De Pago;32161.6;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;705.62;0;9;PDP  Promesa De Pago;6036.49;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;809.91;0;10;PDP  Promesa De Pago;18917.7;BT;2013;CEF;1
>10;0;<24, 48];Marzo;618.76;1080.5;10;TELF. NO CORRESPONDE;7004.98;BT;2012;CNE;1
>10;0;<24, 48];Marzo;1036.61;0;8;MCF  Msj Con Familiar;5230.56;BT;2010;CNE;1
<=10;0;<24, 48];Marzo;99.64;0;9;MCF  Msj Con Familiar;1644.52;BT;2012;CNE;1
>10;0;>48;Marzo;0;0;7;MCF  Msj Con Familiar;7316.15;BT;2011;CNE;1
<=10;0;<=24;Marzo;873.3;1201.83;16;PAR  Promesa Parcial;4409.22;BT;2013;CEF;0
>10;0;<24, 48];Marzo;0;0;7;MCT  Msj Con Terceros;1610.56;BT;2010;CNE;1
<=10;0;<24, 48];Marzo;489.6;736.94;18;TAT sin contacto con Titular;4434.14;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;10;TAT  Tratamiento al Titu;20834.6;BT;2013;CEF;0
<=10;0;<24, 48];Marzo;140.27;139.35;13;PDP  Promesa De Pago;2698.68;BT;2013;CEF;1
>10;0;<24, 48];Marzo;0;0;8;TELF. NO CORRESPONDE;2765.85;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;497.22;0;16;TELF. NO CORRESPONDE;12335.9;BT;2013;CNE;1
>10;0;<24, 48];Marzo;689.13;0;16;MCF  Msj Con Familiar;3223.96;BT;2011;CNE;0
>10;0;>48;Marzo;797.6;798;19;MCF  Msj Con Familiar;14398.6;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;411.01;0;11;TELF. NO CORRESPONDE;10128.7;BT;2013;CNE;1
>10;0;>48;Marzo;2226.98;2226.02;11;PDP  Promesa De Pago;62720.5;BT;2012;CEF;1
>10;0;<24, 48];Marzo;819.17;869.16;19;MCT  Msj Con Terceros;14782.4;BT;2011;CNE;1
>10;0;<24, 48];Marzo;1481.95;1659.19;7;PDP  Promesa De Pago;30093.6;BT;2011;CEF;1
<=10;0;>48;Marzo;1481.13;1773.24;20;PDP  Promesa De Pago;45382.9;BT;2012;CEF;1
>10;0;>48;Marzo;1480.29;2978.13;9;PDP  Promesa De Pago;36589.8;BT;2012;CEF;1
<=10;0;>48;Marzo;279.23;0;9;MCT  Msj Con Terceros;21918.8;BT;2013;CNE;1
>10;0;<24, 48];Marzo;555.75;0;13;PDP  Promesa De Pago;8840.09;BT;2011;CEF;1
<=10;0;<=24;Marzo;526.85;798.14;8;MCT  Msj Con Terceros;1683.87;BT;2013;CNE;1
<=10;0;<=24;Marzo;0;0;19;CAN  Cliente Cancelo;9274.21;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;1833.52;0;13;CIH  Generar Cita;12797.7;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;0;0;11;MCF  Msj Con Familiar;6150.2;BT;2011;CNE;1
>10;0;>48;Marzo;0;0;9;MCT  Msj Con Terceros;10616;BT;2012;CNE;0
>10;0;<24, 48];Marzo;383.3;0;12;MCF  Msj Con Familiar;6647.11;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;922.01;1222.81;8;MCT  Msj Con Terceros;35709.2;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;188.89;13;MCT  Msj Con Terceros;3153.06;BT;2012;CNE;1
>10;0;<24, 48];Marzo;290.24;0;16;PDP  Promesa De Pago;12104;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;265.13;264.63;20;MCT  Msj Con Terceros;5750.38;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1057.24;0;19;MCT  Msj Con Terceros;4604.89;BT;2012;CNE;0
<=10;0;>48;Marzo;0;0;14;PDP  Promesa De Pago;16485.9;BT;2013;CEF;1
>10;0;<24, 48];Marzo;26.22;0;9;PDP  Promesa De Pago;14995.7;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;903.06;35.58;17;PDP  Promesa De Pago;52465.2;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;587.3;587.88;11;CAN  Cliente Cancelo;14069.8;BT;2013;CNE;1
<=10;0;<=24;Marzo;0;0;14;IPT  Inbound PDP Total;6411.7;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;0;0;8;PDP  Promesa De Pago;6282.83;BT;2013;CEF;1
>10;0;<24, 48];Marzo;542.75;0;16;MCF  Msj Con Familiar;1333.22;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;824.44;0;15;PDP  Promesa De Pago;11345.7;BT;2014;CEF;1
<=10;0;<=24;Marzo;0;255.45;8;MCF  Msj Con Familiar;5296.25;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;429.88;174.46;7;MCF  Msj Con Familiar;3895.97;BT;2013;CNE;0
>10;0;<=24;Marzo;0;148.38;15;MCT  Msj Con Terceros;920.19;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;914.23;914.18;16;CIH  Generar Cita;25095;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;9;PDP  Promesa De Pago;20521.7;BT;2013;CEF;1
>10;1;<24, 48];Marzo;0;0;10;MCF  Msj Con Familiar;4771.43;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;254.54;0;12;MCT  Msj Con Terceros;5703.24;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;0;0;8;PDP  Promesa De Pago;4821.29;BT;2013;CEF;1
>10;0;>48;Marzo;148.92;102.82;8;MCO  Msj Con Conyuge;8469.28;BT;2012;CEF;1
<=10;0;>48;Marzo;25.66;0;12;PDP  Promesa De Pago;23577.3;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;0;0;7;MCE  Msj Con Empleada;32510.5;BT;2013;CNE;1
<=10;0;>48;Marzo;451.12;442.3;11;MCT  Msj Con Terceros;9878.93;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;1822.27;0;19;CIT  Genera Cita Otro Dia;12538.2;BT;2012;CNE;0
>10;0;<24, 48];Marzo;0;0;13;MCT  Msj Con Terceros;4182.31;BT;2012;CNE;1
>10;0;>48;Marzo;543.01;543.01;10;TELF. NO CORRESPONDE;10407.8;BT;2012;CNE;1
>10;0;<24, 48];Marzo;0;0;12;MCT  Msj Con Terceros;6470.63;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;385.68;580.41;10;MCF  Msj Con Familiar;3978.96;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;531.02;802.17;8;MCF  Msj Con Familiar;5608;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;788.45;0;9;MCT  Msj Con Terceros;26195.2;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;724.06;0;10;PDP  Promesa De Pago;8671.18;BT;2013;CEF;1
>10;0;<24, 48];Marzo;235.63;0;12;MCT  Msj Con Terceros;2229.86;BT;2011;CNE;1
